"id","venta_id","monto","estado","cliente_id","productos","monto_total","fecha","descripcion"
"563","1775",,"pendiente","32","[{""nombre"":""fogones grandes"",""cantidad"":45,""id_producto"":44,""precio_unitario"":25}]","1125.00","2026-02-02 15:02:50.602634","Deuda generada por venta 1775"
"564","1779",,"pagada","46","[{""nombre"":""fogones grandes"",""cantidad"":60,""id_producto"":44,""precio_unitario"":25}]","0.00","2026-02-02 16:37:08.468154","Deuda generada por venta 1779"
"565","1780",,"pendiente","46","[{""nombre"":""Ventilador f6/23.11.25"",""cantidad"":12,""id_producto"":31,""precio_unitario"":29}]","348.00","2026-02-02 16:40:11.653226","Deuda generada por venta 1780"
"566","1781",,"pagada","13","[{""nombre"":""fogones grandes"",""cantidad"":2,""id_producto"":44,""precio_unitario"":25}]","0.00","2026-02-02 16:43:37.377058","Deuda generada por venta 1781"
"567","1785",,"pagada","809","[{""nombre"":""fogones grandes"",""cantidad"":8,""id_producto"":44,""precio_unitario"":27}]","0.00","2026-02-02 16:54:19.925173","Deuda generada por venta 1785"
"568","1786",,"pendiente","797","[{""nombre"":""fogones grandes"",""cantidad"":7,""id_producto"":44,""precio_unitario"":28}]","196.00","2026-02-02 16:56:40.456392","Deuda generada por venta 1786"
"569","1787",,"pagada","12","[{""nombre"":""fogones grandes"",""cantidad"":2,""id_producto"":44,""precio_unitario"":25}]","0.00","2026-02-02 19:18:05.414703","Deuda generada por venta 1787"
"570","1790",,"pagada","811","[{""nombre"":""fogones grandes"",""cantidad"":4,""id_producto"":44,""precio_unitario"":28}]","0.00","2026-02-02 19:30:27.564227","Deuda generada por venta 1790"
"571","1791",,"pagada","797","[{""nombre"":""fogones grandes"",""cantidad"":10,""id_producto"":44,""precio_unitario"":25}]","0.00","2026-02-02 19:31:03.294217","Deuda generada por venta 1791"
"572","1796",,"pagada","8","[{""nombre"":""fogones grandes"",""cantidad"":20,""id_producto"":44,""precio_unitario"":25}]","0.00","2026-02-02 21:12:28.891721","Deuda generada por venta 1796"
"573","1797",,"pagada","13","[{""nombre"":""fogones grandes"",""cantidad"":1,""id_producto"":44,""precio_unitario"":25}]","0.00","2026-02-02 21:13:21.321298","Deuda generada por venta 1797"
"574","1798",,"pagada","39","[{""nombre"":""Ventilador f6/23.11.25"",""cantidad"":1,""id_producto"":31,""precio_unitario"":29}]","0.00","2026-02-02 21:14:02.445086","Deuda generada por venta 1798"
"575","1799",,"pagada","16","[{""nombre"":""fogones grandes"",""cantidad"":25,""id_producto"":44,""precio_unitario"":25}]","0.00","2026-02-02 21:17:07.792969","Deuda generada por venta 1799"
"576","1800",,"pagada","718","[{""nombre"":""fogones grandes"",""cantidad"":1,""id_producto"":44,""precio_unitario"":25}]","0.00","2026-02-02 21:18:59.458769","Deuda generada por venta 1800"
"577","1801",,"pagada","218","[{""nombre"":""fogones grandes"",""cantidad"":1,""id_producto"":44,""precio_unitario"":25}]","0.00","2026-02-02 21:20:56.900543","Deuda generada por venta 1801"
"578","1814",,"pagada","13","[{""nombre"":""fogones grandes"",""cantidad"":1,""id_producto"":44,""precio_unitario"":25}]","0.00","2026-02-03 15:14:38.748084","Deuda generada por venta 1814"
"579","1815",,"pagada","718","[{""nombre"":""fogones grandes"",""cantidad"":24,""id_producto"":44,""precio_unitario"":25}]","0.00","2026-02-03 15:17:17.429609","Deuda generada por venta 1815"
"580","1816",,"pagada","670","[{""nombre"":""fogones grandes"",""cantidad"":5,""id_producto"":44,""precio_unitario"":25},{""nombre"":""Ventilador f6/23.11.25"",""cantidad"":48,""id_producto"":31,""precio_unitario"":29}]","0.00","2026-02-03 15:33:51.976707","Deuda generada por venta 1816"
"581","1817",,"pagada","12","[{""nombre"":""Split EKO 2T"",""cantidad"":1,""id_producto"":1,""precio_unitario"":530}]","0.00","2026-02-03 15:42:11.758505","Deuda generada por venta 1817"
"582","1821",,"pagada","39","[{""nombre"":""Ventilador f6/23.11.25"",""cantidad"":1,""id_producto"":31,""precio_unitario"":29}]","0.00","2026-02-03 17:09:35.872107","Deuda generada por venta 1821"
"583","1822",,"pendiente","394","[{""nombre"":""fogones de petroleo chiquitos"",""cantidad"":2330,""id_producto"":43,""precio_unitario"":25}]","58250.00","2026-02-03 17:24:17.420564","Deuda generada por venta 1822"
"584","1823",,"pagada","818","[{""nombre"":""Ventilador f6/23.11.25"",""cantidad"":1,""id_producto"":31,""precio_unitario"":33}]","0.00","2026-02-03 18:01:19.290609","Deuda generada por venta 1823"
"585","1824",,"pendiente","218","[{""nombre"":""Ventilador f6/23.11.25"",""cantidad"":1,""id_producto"":31,""precio_unitario"":29}]","29.00","2026-02-03 18:04:26.996755","Deuda generada por venta 1824"
"586","1826",,"pendiente","394","[{""nombre"":""fogones de petroleo chiquitos"",""cantidad"":203,""id_producto"":43,""precio_unitario"":25}]","5075.00","2026-02-03 18:37:22.597456","Deuda generada por venta 1826"
"587","1827",,"pagada","819","[{""nombre"":""fogones grandes"",""cantidad"":52,""id_producto"":44,""precio_unitario"":26}]","0.00","2026-02-03 18:41:08.711074","Deuda generada por venta 1827"
"588","1830",,"pagada","823","[{""nombre"":""fogones grandes"",""cantidad"":25,""id_producto"":44,""precio_unitario"":26}]","0.00","2026-02-03 21:53:02.889515","Deuda generada por venta 1830"
"589","1833",,"pagada","39","[{""nombre"":""Ventilador f6/23.11.25"",""cantidad"":1,""id_producto"":31,""precio_unitario"":35}]","0.00","2026-02-04 15:15:20.504111","Deuda generada por venta 1833"
"590","1835",,"pagada","70","[{""nombre"":""fogones grandes"",""cantidad"":3,""id_producto"":44,""precio_unitario"":25}]","0.00","2026-02-04 15:31:06.380589","Deuda generada por venta 1835"
"591","1836",,"pagada","70","[{""nombre"":""Ventilador f6/23.11.25"",""cantidad"":3,""id_producto"":31,""precio_unitario"":29}]","0.00","2026-02-04 15:33:14.243259","Deuda generada por venta 1836"
"592","1838",,"pagada","13","[{""nombre"":""ventilador de 12 pulgada nuevo"",""cantidad"":1,""id_producto"":22,""precio_unitario"":27}]","0.00","2026-02-04 16:42:52.362793","Deuda generada por venta 1838"
"593","1839",,"pagada","13","[{""nombre"":""Ventilador f6/23.11.25"",""cantidad"":10,""id_producto"":31,""precio_unitario"":29}]","0.00","2026-02-04 19:42:51.100294","Deuda generada por venta 1839"
"594","1840",,"pagada","824","[{""nombre"":""Ventilador f6/23.11.25"",""cantidad"":2,""id_producto"":31,""precio_unitario"":35}]","0.00","2026-02-04 19:44:51.348951","Deuda generada por venta 1840"
"595","1843",,"pendiente","718","[{""nombre"":""Ventilador f6/23.11.25"",""cantidad"":2,""id_producto"":31,""precio_unitario"":29}]","58.00","2026-02-05 16:09:32.068305","Deuda generada por venta 1843"
"596","1844",,"pendiente","19","[{""nombre"":""fogones grandes"",""cantidad"":7,""id_producto"":44,""precio_unitario"":25}]","175.00","2026-02-05 16:11:34.084079","Deuda generada por venta 1844"
"597","1845",,"pendiente","13","[{""nombre"":""fogones grandes"",""cantidad"":6,""id_producto"":44,""precio_unitario"":25}]","150.00","2026-02-05 16:12:09.102617","Deuda generada por venta 1845"
"598","1846",,"pendiente","13","[{""nombre"":""ventilador de 12 pulgada nuevo"",""cantidad"":1,""id_producto"":22,""precio_unitario"":27}]","27.00","2026-02-05 16:13:16.211842","Deuda generada por venta 1846"
"599","1848",,"pagada","70","[{""nombre"":""fogones grandes"",""cantidad"":1,""id_producto"":44,""precio_unitario"":25}]","0.00","2026-02-05 16:16:21.937618","Deuda generada por venta 1848"
"600","1850",,"pagada","472","[{""nombre"":""fogones grandes"",""cantidad"":3,""id_producto"":44,""precio_unitario"":25}]","0.00","2026-02-05 19:54:43.031775","Deuda generada por venta 1850"
"601","1851",,"pagada","39","[{""nombre"":""Ventilador f6/23.11.25"",""cantidad"":1,""id_producto"":31,""precio_unitario"":34}]","0.00","2026-02-06 16:14:34.35144","Deuda generada por venta 1851"
"602","1853",,"pendiente","797","[{""nombre"":""Ventilador f6/23.11.25"",""cantidad"":2,""id_producto"":31,""precio_unitario"":35}]","70.00","2026-02-06 17:15:08.779869","Deuda generada por venta 1853"
"603","1855",,"pagada","39","[{""nombre"":""ventilador de 12 pulgada nuevo"",""cantidad"":12,""id_producto"":22,""precio_unitario"":27},{""nombre"":""Ventilador f6/23.11.25"",""cantidad"":10,""id_producto"":31,""precio_unitario"":30}]","0.00","2026-02-06 18:13:21.821393","Deuda generada por venta 1855"
"604","1856",,"pagada","828","[{""nombre"":""Ventilador f6/23.11.25"",""cantidad"":12,""id_producto"":31,""precio_unitario"":30}]","0.00","2026-02-06 18:36:00.403173","Deuda generada por venta 1856"
"605","1857",,"pagada","39","[{""nombre"":""ventilador de 12 pulgada nuevo"",""cantidad"":1,""id_producto"":22,""precio_unitario"":27}]","0.00","2026-02-06 19:37:19.467699","Deuda generada por venta 1857"
"606","1860",,"pagada","39","[{""nombre"":""ventilador de 12 pulgada nuevo"",""cantidad"":3,""id_producto"":22,""precio_unitario"":27}]","0.00","2026-02-07 17:06:52.620845","Deuda generada por venta 1860"
"607","1861",,"pendiente","829","[{""nombre"":""Ventilador f6/23.11.25"",""cantidad"":1,""id_producto"":31,""precio_unitario"":35}]","35.00","2026-02-07 17:57:35.392066","Deuda generada por venta 1861"
